order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner,order_date,order_hour,order_day,order_day_name,order_day_of_week,is_weekend,peak_hour_label,delivery_delay,clean_review,clean_review_no_stop,sentiment_polarity,sentiment_subjectivity,sentiment_category
OD10081,CUST3407,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-04-30 20:23:51,48.0,Hsr Layout,Delivered,2.0,The item delivered was incorrect and lukewarm.,160,DP_172,2026-04-30,20,Thursday,Thursday,3,0,Dinner Peak,18.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10082,CUST2251,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-20 07:18:38,15.0,Jayanagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",630,DP_146,2026-05-20,7,Wednesday,Wednesday,2,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10083,CUST2988,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-05 19:51:27,41.0,Indiranagar,Delivered,3.0,Portion size was small for the price.,260,DP_178,2026-05-05,19,Tuesday,Tuesday,1,0,Dinner Peak,11.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10084,CUST2696,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-09 08:47:40,32.0,Indiranagar,Delivered,4.0,"Tasty food, but could be a bit warmer.",270,DP_112,2026-05-09,8,Saturday,Saturday,5,1,Off-Peak,2.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10085,CUST2758,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-01 12:39:03,50.0,Koramangala,Delivered,3.0,"Food was okay, but delivery took some time.",330,DP_135,2026-05-01,12,Friday,Friday,4,1,Lunch Peak,20.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10086,CUST3050,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-15 18:42:19,24.0,Indiranagar,Delivered,5.0,Outstanding quality! Will definitely order again.,190,DP_129,2026-05-15,18,Friday,Friday,4,1,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD10087,CUST2282,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-10 12:24:34,56.0,Whitefield,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,330,DP_165,2026-05-10,12,Sunday,Sunday,6,1,Lunch Peak,26.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD10088,CUST2039,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-19 19:18:07,44.0,Btm Layout,Delivered,2.0,The item delivered was incorrect and lukewarm.,330,DP_103,2026-05-19,19,Tuesday,Tuesday,1,0,Dinner Peak,14.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10089,CUST2742,The Golden Dosa,Onion Uttapam,South Indian,2026-05-09 18:25:55,24.0,Jayanagar,Delivered,5.0,"Delivered way before time, packaging was excellent!",290,DP_196,2026-05-09,18,Saturday,Saturday,5,1,Off-Peak,0.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD10090,CUST3297,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-23 19:09:15,42.0,Koramangala,Delivered,2.0,The item delivered was incorrect and lukewarm.,150,DP_119,2026-05-23,19,Saturday,Saturday,5,1,Dinner Peak,12.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10091,CUST2155,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-25 19:40:39,44.0,Marathahalli,Delivered,3.0,The food was decent but arrived a bit cold.,310,DP_181,2026-05-25,19,Monday,Monday,0,0,Dinner Peak,14.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD10092,CUST2621,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-11 07:23:53,28.0,Jayanagar,Delivered,3.0,Prompt delivery but taste was average.,170,DP_110,2026-05-11,7,Monday,Monday,0,0,Off-Peak,0.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD10093,CUST3217,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-22 19:12:20,39.0,Malleshwaram,Delivered,3.0,Portion size was small for the price.,210,DP_165,2026-05-22,19,Friday,Friday,4,1,Dinner Peak,9.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10094,CUST3463,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-11 23:33:33,31.0,Hsr Layout,Delivered,4.0,Overall great experience. Prompt service.,130,DP_147,2026-05-11,23,Monday,Monday,0,0,Off-Peak,1.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10095,CUST3391,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-04-30 19:24:18,66.0,Jayanagar,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,350,DP_193,2026-04-30,19,Thursday,Thursday,3,0,Dinner Peak,36.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD10096,CUST2683,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-17 20:25:08,59.0,Koramangala,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,150,DP_140,2026-05-17,20,Sunday,Sunday,6,1,Dinner Peak,29.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD10097,CUST3404,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-04-27 14:11:13,42.0,Marathahalli,Delivered,4.0,Good taste and neat packaging.,260,DP_199,2026-04-27,14,Monday,Monday,0,0,Lunch Peak,12.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10098,CUST2606,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-25 20:08:38,41.0,Btm Layout,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",130,DP_120,2026-05-25,20,Monday,Monday,0,0,Dinner Peak,11.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD10099,CUST3477,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-16 13:47:50,,Malleshwaram,Cancelled,,Item out of stock at restaurant,170,DP_130,2026-05-16,13,Saturday,Saturday,5,1,Lunch Peak,,item out of stock at restaurant,item stock,0.0,0.0,Neutral
OD10100,CUST2490,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-15 23:29:49,47.0,Jayanagar,Delivered,2.0,Taste was disappointing. Packaging was leaked.,870,DP_200,2026-05-15,23,Friday,Friday,4,1,Off-Peak,17.0,taste was disappointing packaging was leaked,taste disappointing packaging leaked,-0.6,0.7,Negative
OD10101,CUST2284,Bella Italia,Margherita Pizza 10-inch,Italian,2026-04-30 20:33:54,33.0,Koramangala,Delivered,3.0,"Food was okay, but delivery took some time.",420,DP_137,2026-04-30,20,Thursday,Thursday,3,0,Dinner Peak,3.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10102,CUST2896,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-10 07:32:23,33.0,Whitefield,Delivered,5.0,"Amazing food, super fast delivery!",240,DP_150,2026-05-10,7,Sunday,Sunday,6,1,Off-Peak,3.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD10103,CUST3464,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-12 20:08:48,46.0,Malleshwaram,Delivered,4.0,"Tasty food, but could be a bit warmer.",250,DP_158,2026-05-12,20,Tuesday,Tuesday,1,0,Dinner Peak,16.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10104,CUST2307,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-04 13:03:15,48.0,Btm Layout,Delivered,2.0,"Not worth the price, portion was very small.",170,DP_182,2026-05-04,13,Monday,Monday,0,0,Lunch Peak,18.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD10105,CUST3223,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-06 16:39:22,29.0,Whitefield,Delivered,4.0,Decent portion size and good taste. Recommended.,240,DP_174,2026-05-06,16,Wednesday,Wednesday,2,0,Off-Peak,0.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10106,CUST2739,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-12 07:24:23,15.0,Jayanagar,Delivered,5.0,Outstanding quality! Will definitely order again.,130,DP_196,2026-05-12,7,Tuesday,Tuesday,1,0,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD10107,CUST3346,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-08 19:52:41,56.0,Hsr Layout,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,150,DP_200,2026-05-08,19,Friday,Friday,4,1,Dinner Peak,26.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD10108,CUST3467,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-25 07:59:19,25.0,Btm Layout,Delivered,4.0,"Tasty food, but could be a bit warmer.",160,DP_170,2026-05-25,7,Monday,Monday,0,0,Off-Peak,0.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10109,CUST2586,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-22 14:56:25,40.0,Malleshwaram,Delivered,4.0,Decent portion size and good taste. Recommended.,520,DP_150,2026-05-22,14,Friday,Friday,4,1,Lunch Peak,10.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10110,CUST2547,The Golden Dosa,Onion Uttapam,South Indian,2026-05-07 10:20:42,20.0,Jayanagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",160,DP_140,2026-05-07,10,Thursday,Thursday,3,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10111,CUST2910,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-10 13:50:03,51.0,Koramangala,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",230,DP_186,2026-05-10,13,Sunday,Sunday,6,1,Lunch Peak,21.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD10112,CUST2064,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-04-29 13:41:23,41.0,Marathahalli,Delivered,2.0,Delivery took almost an hour. Unhappy.,410,DP_150,2026-04-29,13,Wednesday,Wednesday,2,0,Lunch Peak,11.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10113,CUST2762,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-17 13:07:01,43.0,Hsr Layout,Delivered,3.0,Packaging could have been better. Average taste.,180,DP_164,2026-05-17,13,Sunday,Sunday,6,1,Lunch Peak,13.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD10114,CUST2440,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-01 21:28:11,57.0,Malleshwaram,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",380,DP_112,2026-05-01,21,Friday,Friday,4,1,Dinner Peak,27.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10115,CUST3111,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-13 13:12:50,44.0,Hsr Layout,Delivered,2.0,Delivery took almost an hour. Unhappy.,650,DP_131,2026-05-13,13,Wednesday,Wednesday,2,0,Lunch Peak,14.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10116,CUST2958,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-09 23:46:30,28.0,Btm Layout,Delivered,5.0,"Amazing food, super fast delivery!",180,DP_199,2026-05-09,23,Saturday,Saturday,5,1,Off-Peak,0.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD10117,CUST2922,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-01 16:58:55,28.0,Indiranagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",160,DP_116,2026-05-01,16,Friday,Friday,4,1,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10118,CUST2462,Burger Bistro,Loaded Nachos,Fast Food,2026-05-17 22:17:08,38.0,Jayanagar,Delivered,4.0,"Tasty food, but could be a bit warmer.",460,DP_179,2026-05-17,22,Sunday,Sunday,6,1,Dinner Peak,8.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10119,CUST3350,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-04-27 08:41:49,21.0,Jayanagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",380,DP_184,2026-04-27,8,Monday,Monday,0,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10120,CUST2063,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-22 21:25:19,43.0,Malleshwaram,Delivered,3.0,"Food was okay, but delivery took some time.",170,DP_110,2026-05-22,21,Friday,Friday,4,1,Dinner Peak,13.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10121,CUST2697,Tandoori Nights,Paneer Tikka,North Indian,2026-05-24 14:25:08,52.0,Marathahalli,Delivered,4.0,Satisfied with the delivery speed and quality.,320,DP_166,2026-05-24,14,Sunday,Sunday,6,1,Lunch Peak,22.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10122,CUST2508,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-10 13:55:57,50.0,Hsr Layout,Delivered,3.0,Prompt delivery but taste was average.,380,DP_142,2026-05-10,13,Sunday,Sunday,6,1,Lunch Peak,20.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD10123,CUST2957,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-13 17:15:13,19.0,Marathahalli,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",120,DP_107,2026-05-13,17,Wednesday,Wednesday,2,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10124,CUST3378,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-25 13:23:48,33.0,Btm Layout,Delivered,4.0,Overall great experience. Prompt service.,120,DP_147,2026-05-25,13,Monday,Monday,0,0,Lunch Peak,3.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10125,CUST3134,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-05 21:39:43,37.0,Koramangala,Delivered,2.0,Taste was disappointing. Packaging was leaked.,430,DP_117,2026-05-05,21,Tuesday,Tuesday,1,0,Dinner Peak,7.0,taste was disappointing packaging was leaked,taste disappointing packaging leaked,-0.6,0.7,Negative
OD10126,CUST2749,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-04-28 07:45:21,22.0,Malleshwaram,Delivered,4.0,"Tasty food, but could be a bit warmer.",500,DP_167,2026-04-28,7,Tuesday,Tuesday,1,0,Off-Peak,0.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10127,CUST2672,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-13 21:34:31,38.0,Jayanagar,Delivered,4.0,Satisfied with the delivery speed and quality.,370,DP_161,2026-05-13,21,Wednesday,Wednesday,2,0,Dinner Peak,8.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10128,CUST3196,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-22 22:37:36,,Whitefield,Cancelled,,Restaurant could not prepare food in time,420,DP_193,2026-05-22,22,Friday,Friday,4,1,Dinner Peak,,restaurant could not prepare food in time,could prepare time,0.0,0.0,Neutral
OD10129,CUST3196,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-18 13:36:44,33.0,Koramangala,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",200,DP_125,2026-05-18,13,Monday,Monday,0,0,Lunch Peak,3.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10130,CUST2418,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-20 20:45:08,58.0,Whitefield,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,230,DP_172,2026-05-20,20,Wednesday,Wednesday,2,0,Dinner Peak,28.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD10131,CUST2942,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-03 22:17:35,38.0,Jayanagar,Delivered,4.0,Satisfied with the delivery speed and quality.,210,DP_129,2026-05-03,22,Sunday,Sunday,6,1,Dinner Peak,8.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10132,CUST2715,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-09 21:49:51,36.0,Hsr Layout,Delivered,4.0,Overall great experience. Prompt service.,220,DP_138,2026-05-09,21,Saturday,Saturday,5,1,Dinner Peak,6.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10133,CUST2982,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-19 13:06:39,36.0,Whitefield,Delivered,5.0,Best meal ever. Highly recommended!,620,DP_132,2026-05-19,13,Tuesday,Tuesday,1,0,Lunch Peak,6.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD10134,CUST2677,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-14 22:10:26,45.0,Malleshwaram,Delivered,3.0,Portion size was small for the price.,170,DP_162,2026-05-14,22,Thursday,Thursday,3,0,Dinner Peak,15.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10135,CUST3323,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-20 21:02:58,54.0,Hsr Layout,Delivered,4.0,Satisfied with the delivery speed and quality.,380,DP_154,2026-05-20,21,Wednesday,Wednesday,2,0,Dinner Peak,24.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10136,CUST3015,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-16 10:21:18,43.0,Malleshwaram,Delivered,4.0,Decent portion size and good taste. Recommended.,580,DP_183,2026-05-16,10,Saturday,Saturday,5,1,Off-Peak,13.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10137,CUST2959,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-11 19:45:11,36.0,Indiranagar,Delivered,4.0,"Tasty food, but could be a bit warmer.",760,DP_195,2026-05-11,19,Monday,Monday,0,0,Dinner Peak,6.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD10138,CUST3252,The Salad Bowl,Greek Salad,Healthy & Salads,2026-04-30 12:08:30,35.0,Marathahalli,Delivered,4.0,Overall great experience. Prompt service.,250,DP_132,2026-04-30,12,Thursday,Thursday,3,0,Lunch Peak,5.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
